title,type,release_date,secondary_types,track_count,label
"Protect the Boss (Original Soundtrack), Pt. 6",Single,2011-08-24,Soundtrack,2,Kakao Entertainment
Have a Goodnight (She is My Type♡ X SHOWNU & MINHYUK),Single,2020-09-11,Soundtrack,2,Kakao M Corp.
"TALE OF THE NINE TAILED (Original Television Soundtrack), Pt. 2",Single,2020-10-15,Soundtrack,2,STARSHIP Entertainment
THE UNSEEN,EP,2023-07-25,,5,STARSHIP Entertainment
"EXchange4, Pt. 3 (Original Soundtrack)",Single,2025-10-22,Soundtrack,2,Stone Music Entertainment
