title,type,release_date,secondary_types,track_count,label
N/a,EP,2024-11-25,,5,WAKEONE
SIGN,Single,2025-03-31,,1,WAKEONE
BEEP,Single,2025-06-09,,2,WAKEONE
Not Just Pretty,EP,2025-09-30,,5,
Psycho (From “Operation: True Love”),Single,2025-11-18,Soundtrack,2,MOST CONTENTS
Love All,Single,2026-03-16,,1,WAKEONE
