title,type,release_date,secondary_types,track_count,label
The Chase,Single,2025-02-24,,2,SM Entertainment
STYLE,Single,2025-06-18,,1,SM Entertainment
Pretty Please,Single,2025-09-24,,1,SM Entertainment
FOCUS,EP,2025-10-20,,5,SM Entertainment
RUDE!,Single,2026-02-20,,1,SM Entertainment
