title,type,release_date,secondary_types,track_count,label
MEOW,Single,2024-09-06,,1,UNIVERSAL MUSIC LLC
TOXIC,Single,2024-11-18,,2,
HANDS UP,Single,2025-04-28,,1,THEBLACKLABEL
MY EYES OPEN VVIDE,EP,2025-05-12,,6,THEBLACKLABEL
ME ME ME,Single,2025-07-29,,1,
BURNING UP,Single,2025-10-14,,1,THEBLACKLABEL
