title,type,release_date,secondary_types,track_count,label
Cinderella at 2AM OST Part 4,Single,2024-09-01,Soundtrack,2,Studio MaumC
GGUM,Single,2024-09-19,,1,Republic Records
Touch,Single,2024-10-11,Remix,2,"HYBE UMG, LLC"
NO LABELS: PART 01,EP,2025-11-07,,6,BIGHIT MUSIC
