title,type,release_date,secondary_types,track_count,label
OVERSTEP,Single,2024-06-03,,3,Big Planet Made
HURRICANE,Single,2024-06-24,,1,Big Planet Made
숨 (ZOOM),Single,2024-11-19,,1,
100RED Winter Special Single ‘The Last Christmas',Single,2024-12-10,,1,One Hundred Label
THRILLER,Single,2025-09-15,,1,Big Planet Made
