title,type,release_date,secondary_types,track_count,label
I Want U Around,Single,2021-06-11,,1,AOMG
Point Of View: U,EP,2021-06-17,,7,AOMG
Take You Down,Single,2022-03-31,,2,AOMG
Ponytail,Single,2023-01-02,,1,AOMG
LOLO,Single,2023-07-24,,2,AOMG
LA SOL MI,Single,2024-01-31,,1,AOMG
TRUST ME,Album,2024-02-21,,14,AOMG
Sweet Like,Single,2024-12-18,,1,AOMG
Interlunar,Album,2025-06-17,,10,AOMG
