title,type,release_date,secondary_types,track_count,label
-R-,Single,2021-03-12,,2,YG Entertainment
This is ROSÉ,Single,2021-03-12,Spokenword,1,YG Entertainment
Viva La Vida (Original Series Soundtrack) [Single from Pachinko: Season 2],Single,2024-10-11,Soundtrack,1,
APT.,Single,2024-10-18,,1,Atlantic
number one girl,Single,2024-11-22,,1,Atlantic
rosie,Album,2024-12-06,,13,Atlantic
Messy,Single,2025-05-09,Soundtrack,1,Atlantic
On My Mind,Single,2025-06-27,,1,Atlantic
