title,type,release_date,secondary_types,track_count,label
BATTER UP,Single,2023-11-27,,1,YG Entertainment
Stuck in the Middle,Single,2024-02-01,,1,YG Entertainment
BABYMONS7ER,EP,2024-04-01,,7,YG Entertainment
FOREVER,Single,2024-07-01,,1,YG Entertainment
DRIP,Album,2024-11-01,,9,Sony Music Labels Inc.
Ghost,Single,2025-05-07,,1,
HOT SAUCE,Single,2025-07-01,,1,
WE GO UP,EP,2025-10-10,,4,YG Entertainment
춤 (CHOOM),EP,2026-05-04,,4,
