title,type,release_date,secondary_types,track_count,label
투유 프로젝트 - 슈가맨 Pt.11,Single,2015-12-30,,1,JTBC
IM NAYEON,EP,2022-06-24,,7,JYP Entertainment
Na,EP,2024-06-14,,7,Warner Music Japan
ABCD,Single,2024-06-24,,3,JYP Entertainment
저 너머로,Single,2024-11-20,Soundtrack,1,
気まぐれロマンティック,Single,2025-05-30,,1,Warner Music Japan
Love Is Enough (from Sold Out On You (Original Soundtrack) Part 7),Single,2026-05-07,Soundtrack,2,YamYam Entertainment
