title,type,release_date,secondary_types,track_count,label
NO.MERCY (노머시) Part.1,Single,2015-01-02,,1,STARSHIP Entertainment
DWTD,EP,2018-08-31,Mixtape/Street,5,STARSHIP Entertainment
MIXTAPE [ PSYCHE ],Album,2020-10-09,Mixtape/Street,7,STARSHIP Entertainment
If You Love Me,Single,2021-05-22,,1,Matchers
<Muzie-Kwang Company> project album,Single,2021-11-24,,2,PLAYLIST
LIGHTS,EP,2023-05-22,,6,STARSHIP Entertainment
Push,Single,2025-12-22,,1,STARSHIP Entertainment
光 (INSANITY),EP,2026-01-05,,7,STARSHIP Entertainment
