title,type,release_date,secondary_types,track_count,label
Raise y_our glass,Single,2022-08-09,,1,SOURCE MUSIC
Last Christmas,Single,2022-12-01,,1,SOURCE MUSIC
I ≠ DOLL,Single,2023-01-09,,1,SOURCE MUSIC
love you twice,Single,2023-03-14,,1,SOURCE MUSIC
blessing in disguise,Single,2023-08-14,,1,SOURCE MUSIC
Yes or No,Single,2024-01-17,,1,H1GHR MUSIC
STUPID IN LOVE,Single,2024-02-09,,1,Warner Records
jellyfish,Single,2025-01-10,,1,SOURCE MUSIC
