title,type,release_date,secondary_types,track_count,label
ME,Single,2023-03-31,,2,Interscope Records
Message From JISOO,Single,2023-04-11,Spokenword,1,YG Entertainment
AMORTAGE,EP,2025-02-14,,4,BLISSOO
EYES CLOSED,Single,2025-10-10,,1,Warner Records
EYES CLOSED (with ZAYN),Single,2025-10-10,,1,Warner Records
EYES CLOSED (with ZAYN) [2X],Single,2025-10-31,Remix,3,Warner Records
EYES CLOSED (with ZAYN) [BARE/UNVEILED],Single,2025-11-14,Remix,3,Warner Records
